model_key,method,doc_id,prediction,correct
qwen05,abl_only_qkv_w8,1108,38,1
qwen05,abl_only_qkv_w8,1109,6,0
qwen05,abl_only_qkv_w8,1110,61,0
qwen05,abl_only_qkv_w8,1112,5,1
qwen05,abl_only_qkv_w8,1113,-3,1
qwen05,abl_only_qkv_w8,1117,9,1
qwen05,abl_only_qkv_w8,1119,20,0
qwen05,abl_only_qkv_w8,1121,140,0
qwen05,abl_only_qkv_w8,1122,6,0
qwen05,abl_only_qkv_w8,1123,22.5,0
qwen05,abl_only_qkv_w8,1124,10,0
qwen05,abl_only_qkv_w8,1125,3,0
qwen05,abl_only_qkv_w8,1126,50,1
qwen05,abl_only_qkv_w8,1127,600,0
qwen05,abl_only_qkv_w8,1130,2,0
qwen05,abl_only_qkv_w8,1131,1536,0
qwen05,abl_only_qkv_w8,1136,74,0
qwen05,abl_only_qkv_w8,1137,35,0
qwen05,abl_only_qkv_w8,1142,17,0
qwen05,abl_only_qkv_w8,1143,60,0
qwen05,abl_only_qkv_w8,1149,108,0
qwen05,abl_only_qkv_w8,1152,12,1
qwen05,abl_only_qkv_w8,1155,13,1
qwen05,abl_only_qkv_w8,1157,7,0
qwen05,abl_only_qkv_w8,1167,120,1
qwen05,abl_only_qkv_w8,1169,-7,0
qwen05,abl_only_qkv_w8,1170,2,1
qwen05,abl_only_qkv_w8,1174,594,0
qwen05,abl_only_qkv_w8,1177,5,0
qwen05,abl_only_qkv_w8,1179,0.65,0
qwen05,abl_only_qkv_w8,1190,147,0
qwen05,abl_only_qkv_w8,1192,316,0
qwen05,abl_only_qkv_w8,1193,15,0
qwen05,abl_only_qkv_w8,1195,18,0
qwen05,abl_only_qkv_w8,1196,35,0
qwen05,abl_only_qkv_w8,1199,3,0
qwen05,abl_only_qkv_w8,1202,5,0
qwen05,abl_only_qkv_w8,1203,2,0
qwen05,abl_only_qkv_w8,1204,252,0
qwen05,abl_only_qkv_w8,1210,10,0
qwen05,abl_only_qkv_w8,1219,100,1
qwen05,abl_only_qkv_w8,1220,4,0
qwen05,abl_only_qkv_w8,1221,10,1
qwen05,abl_only_qkv_w8,1224,3,0
qwen05,abl_only_qkv_w8,1225,-3,0
qwen05,abl_only_qkv_w8,1229,36,1
qwen05,abl_only_qkv_w8,1232,76,0
qwen05,abl_only_qkv_w8,1233,63,0
qwen05,abl_only_qkv_w8,1234,2.25,0
qwen05,abl_only_qkv_w8,1235,40,0
qwen05,abl_only_qkv_w8,1238,25,0
qwen05,abl_only_qkv_w8,1240,95,0
qwen05,abl_only_qkv_w8,1241,17,0
qwen05,abl_only_qkv_w8,1245,96,1
qwen05,abl_only_qkv_w8,1255,16,0
qwen05,abl_only_qkv_w8,1256,15,1
qwen05,abl_only_qkv_w8,1257,112,0
qwen05,abl_only_qkv_w8,1259,1200,0
qwen05,abl_only_qkv_w8,1261,25,0
qwen05,abl_only_qkv_w8,1263,277,0
qwen05,abl_only_qkv_w8,1266,3,0
qwen05,abl_only_qkv_w8,1267,480,0
qwen05,abl_only_qkv_w8,1273,5,0
qwen05,abl_only_qkv_w8,1274,46,0
qwen05,abl_only_qkv_w8,1277,2,0
qwen05,abl_only_qkv_w8,1278,665,1
qwen05,abl_only_qkv_w8,1281,20,1
qwen05,abl_only_qkv_w8,1282,12,1
qwen05,abl_only_qkv_w8,1284,5,0
qwen05,abl_only_qkv_w8,1290,270,0
qwen05,abl_only_qkv_w8,1292,18,0
qwen05,abl_only_qkv_w8,1293,20000,0
qwen05,abl_only_qkv_w8,1300,168,0
qwen05,abl_only_qkv_w8,1301,13,0
qwen05,abl_only_qkv_w8,1305,1295,0
qwen05,abl_only_qkv_w8,1308,30,1
qwen05,abl_only_qkv_w8,1309,1450,0
qwen05,abl_only_qkv_w8,1311,594,1
qwen05,abl_only_qkv_w8,1312,2,0
qwen05,abl_only_qkv_w8,1316,35,0
qwen05,abl_only_sensitive_w8,0,8,0
qwen05,abl_only_sensitive_w8,4,3,0
qwen05,abl_only_sensitive_w8,6,220,0
qwen05,abl_only_sensitive_w8,11,526,0
qwen05,abl_only_sensitive_w8,14,42,0
qwen05,abl_only_sensitive_w8,15,-9,0
qwen05,abl_only_sensitive_w8,16,150,0
qwen05,abl_only_sensitive_w8,20,37,0
qwen05,abl_only_sensitive_w8,21,4,0
qwen05,abl_only_sensitive_w8,22,13,0
qwen05,abl_only_sensitive_w8,24,1950,0
qwen05,abl_only_sensitive_w8,25,12,0
qwen05,abl_only_sensitive_w8,31,245,0
qwen05,abl_only_sensitive_w8,32,350,0
qwen05,abl_only_sensitive_w8,34,43,0
qwen05,abl_only_sensitive_w8,35,18,0
qwen05,abl_only_sensitive_w8,37,5,0
qwen05,abl_only_sensitive_w8,38,3,0
qwen05,abl_only_sensitive_w8,42,0,0
qwen05,abl_only_sensitive_w8,43,520,0
qwen05,abl_only_sensitive_w8,45,44,0
qwen05,abl_only_sensitive_w8,47,80,0
qwen05,abl_only_sensitive_w8,48,6,0
qwen05,abl_only_sensitive_w8,50,882,0
qwen05,abl_only_sensitive_w8,52,1,0
qwen05,abl_only_sensitive_w8,54,15,0
qwen05,abl_only_sensitive_w8,59,187,1
qwen05,abl_only_sensitive_w8,60,10,0
qwen05,abl_only_sensitive_w8,62,52500,0
qwen05,abl_only_sensitive_w8,64,6,0
qwen05,abl_only_sensitive_w8,65,9,0
qwen05,abl_only_sensitive_w8,67,120,0
qwen05,abl_only_sensitive_w8,68,36,1
qwen05,abl_only_sensitive_w8,72,221,1
qwen05,abl_only_sensitive_w8,73,251,0
qwen05,abl_only_sensitive_w8,74,74,0
qwen05,abl_only_sensitive_w8,75,28,0
qwen05,abl_only_sensitive_w8,78,1,0
qwen05,abl_only_sensitive_w8,82,625,0
qwen05,abl_only_sensitive_w8,86,20,0
qwen05,abl_only_sensitive_w8,87,150,0
qwen05,abl_only_sensitive_w8,88,880000,0
qwen05,abl_only_sensitive_w8,89,128,0
qwen05,abl_only_sensitive_w8,91,19,0
qwen05,abl_only_sensitive_w8,96,6,0
qwen05,abl_only_sensitive_w8,100,185,0
qwen05,abl_only_sensitive_w8,102,4,0
qwen05,abl_only_sensitive_w8,105,20,1
qwen05,abl_only_sensitive_w8,106,360,0
qwen05,abl_only_sensitive_w8,107,2,0
qwen05,abl_only_sensitive_w8,111,40,0
qwen05,abl_only_sensitive_w8,117,360,1
qwen05,abl_only_sensitive_w8,118,6,0
qwen05,abl_only_sensitive_w8,119,204000,0
qwen05,abl_only_sensitive_w8,125,0,0
qwen05,abl_only_sensitive_w8,126,82,1
qwen05,abl_only_sensitive_w8,129,199999,0
qwen05,abl_only_sensitive_w8,130,20,0
qwen05,abl_only_sensitive_w8,139,38,0
qwen05,abl_only_sensitive_w8,142,140,1
qwen05,abl_only_sensitive_w8,143,176,0
qwen05,abl_only_sensitive_w8,152,9,0
qwen05,abl_only_sensitive_w8,154,112,0
qwen05,abl_only_sensitive_w8,157,150,0
qwen05,abl_only_sensitive_w8,158,34,1
qwen05,abl_only_sensitive_w8,160,8,0
qwen05,abl_only_sensitive_w8,162,20,0
qwen05,abl_only_sensitive_w8,163,42,0
qwen05,abl_only_sensitive_w8,164,2383,0
qwen05,abl_only_sensitive_w8,165,76,0
qwen05,abl_only_sensitive_w8,168,10,0
qwen05,abl_only_sensitive_w8,169,150,0
qwen05,abl_only_sensitive_w8,170,8.33,0
qwen05,abl_only_sensitive_w8,172,42,0
qwen05,abl_only_sensitive_w8,173,1119.92,0
qwen05,abl_only_sensitive_w8,174,1234.375,0
qwen05,abl_only_sensitive_w8,175,44,0
qwen05,abl_only_sensitive_w8,178,36,0
qwen05,abl_only_sensitive_w8,179,130,1
qwen05,abl_only_sensitive_w8,180,20,1
qwen05,abl_only_sensitive_w8,183,55,0
qwen05,abl_only_sensitive_w8,184,3,0
qwen05,abl_only_sensitive_w8,188,1,0
qwen05,abl_only_sensitive_w8,189,14.5,0
qwen05,abl_only_sensitive_w8,193,6,0
qwen05,abl_only_sensitive_w8,194,10,1
qwen05,abl_only_sensitive_w8,197,828,0
qwen05,abl_only_sensitive_w8,198,260,0
qwen05,abl_only_sensitive_w8,201,380000,0
qwen05,abl_only_sensitive_w8,202,1000,0
qwen05,abl_only_sensitive_w8,203,4,0
qwen05,abl_only_sensitive_w8,204,34,0
qwen05,abl_only_sensitive_w8,217,15,1
qwen05,abl_only_sensitive_w8,219,75,0
qwen05,abl_only_sensitive_w8,221,90,1
qwen05,abl_only_sensitive_w8,228,60,0
qwen05,abl_only_sensitive_w8,229,6,0
qwen05,abl_only_sensitive_w8,231,50,1
qwen05,abl_only_sensitive_w8,238,51,0
qwen05,abl_only_sensitive_w8,242,600,0
qwen05,abl_only_sensitive_w8,243,20395,0
qwen05,abl_only_sensitive_w8,244,36,0
qwen05,abl_only_sensitive_w8,246,5825,0
qwen05,abl_only_sensitive_w8,249,20,0
qwen05,abl_only_sensitive_w8,251,70,1
qwen05,abl_only_sensitive_w8,252,47,0
qwen05,abl_only_sensitive_w8,255,2,0
qwen05,abl_only_sensitive_w8,258,6,1
qwen05,abl_only_sensitive_w8,259,42,0
qwen05,abl_only_sensitive_w8,260,33,0
qwen05,abl_only_sensitive_w8,267,55,0
qwen05,abl_only_sensitive_w8,272,5,1
qwen05,abl_only_sensitive_w8,279,54,0
qwen05,abl_only_sensitive_w8,281,35,0
qwen05,abl_only_sensitive_w8,285,21,1
qwen05,abl_only_sensitive_w8,288,3,1
qwen05,abl_only_sensitive_w8,290,4.9,0
qwen05,abl_only_sensitive_w8,292,330,0
qwen05,abl_only_sensitive_w8,298,200,0
qwen05,abl_only_sensitive_w8,302,15,1
qwen05,abl_only_sensitive_w8,303,1000,0
qwen05,abl_only_sensitive_w8,304,800,0
qwen05,abl_only_sensitive_w8,305,19,0
qwen05,abl_only_sensitive_w8,306,20,0
qwen05,abl_only_sensitive_w8,313,12006,0
qwen05,abl_only_sensitive_w8,318,41,0
qwen05,abl_only_sensitive_w8,319,11,0
qwen05,abl_only_sensitive_w8,320,-7,0
qwen05,abl_only_sensitive_w8,322,3,0
qwen05,abl_only_sensitive_w8,328,20,0
qwen05,abl_only_sensitive_w8,331,3000,0
qwen05,abl_only_sensitive_w8,333,150,0
qwen05,abl_only_sensitive_w8,335,98,0
qwen05,abl_only_sensitive_w8,337,5,0
qwen05,abl_only_sensitive_w8,339,360,0
qwen05,abl_only_sensitive_w8,340,2,0
qwen05,abl_only_sensitive_w8,341,150,0
qwen05,abl_only_sensitive_w8,342,71,0
qwen05,abl_only_sensitive_w8,343,30000,0
qwen05,abl_only_sensitive_w8,347,18,0
qwen05,abl_only_sensitive_w8,351,300,0
qwen05,abl_only_sensitive_w8,355,34,1
qwen05,abl_only_sensitive_w8,357,30,0
qwen05,abl_only_sensitive_w8,358,600,0
qwen05,abl_only_sensitive_w8,364,19,0
qwen05,abl_only_sensitive_w8,367,185,0
qwen05,abl_only_sensitive_w8,368,38,0
qwen05,abl_only_sensitive_w8,370,720,0
qwen05,abl_only_sensitive_w8,372,4,0
qwen05,abl_only_sensitive_w8,373,240000,1
qwen05,abl_only_sensitive_w8,379,21,1
qwen05,abl_only_sensitive_w8,383,32,0
qwen05,abl_only_sensitive_w8,384,20,0
qwen05,abl_only_sensitive_w8,385,3,0
qwen05,abl_only_sensitive_w8,387,36,1
qwen05,abl_only_sensitive_w8,388,44,0
qwen05,abl_only_sensitive_w8,389,0,0
qwen05,abl_only_sensitive_w8,396,10,0
qwen05,abl_only_sensitive_w8,402,4,1
qwen05,abl_only_sensitive_w8,403,81000,0
qwen05,abl_only_sensitive_w8,406,100,0
qwen05,abl_only_sensitive_w8,407,1000,0
qwen05,abl_only_sensitive_w8,412,5,1
qwen05,abl_only_sensitive_w8,417,1,0
qwen05,abl_only_sensitive_w8,419,4000,0
qwen05,abl_only_sensitive_w8,420,13000,0
qwen05,abl_only_sensitive_w8,421,4,0
qwen05,abl_only_sensitive_w8,426,24,0
qwen05,abl_only_sensitive_w8,429,13,1
qwen05,abl_only_sensitive_w8,430,136,0
qwen05,abl_only_sensitive_w8,432,10,0
qwen05,abl_only_sensitive_w8,438,0.5,0
qwen05,abl_only_sensitive_w8,439,12,0
qwen05,abl_only_sensitive_w8,441,80,1
qwen05,abl_only_sensitive_w8,443,51,0
qwen05,abl_only_sensitive_w8,446,100,0
qwen05,abl_only_sensitive_w8,447,178,0
qwen05,abl_only_sensitive_w8,448,1,0
qwen05,abl_only_sensitive_w8,452,50,1
qwen05,abl_only_sensitive_w8,453,2000,0
qwen05,abl_only_sensitive_w8,455,384,0
qwen05,abl_only_sensitive_w8,458,100,0
qwen05,abl_only_sensitive_w8,459,150,0
qwen05,abl_only_sensitive_w8,468,30,0
qwen05,abl_only_sensitive_w8,469,4,1
qwen05,abl_only_sensitive_w8,471,80,1
qwen05,abl_only_sensitive_w8,474,280,0
qwen05,abl_only_sensitive_w8,475,5,0
qwen05,abl_only_sensitive_w8,482,26,1
qwen05,abl_only_sensitive_w8,483,40,1
qwen05,abl_only_sensitive_w8,484,240,1
qwen05,abl_only_sensitive_w8,494,4,0
qwen05,abl_only_sensitive_w8,496,36,0
qwen05,abl_only_sensitive_w8,497,16,0
qwen05,abl_only_sensitive_w8,498,40,1
qwen05,abl_only_sensitive_w8,499,25,0
qwen05,abl_only_sensitive_w8,502,23,0
qwen05,abl_only_sensitive_w8,504,3.5,0
qwen05,abl_only_sensitive_w8,506,72,0
qwen05,abl_only_sensitive_w8,507,10,0
qwen05,abl_only_sensitive_w8,508,40,0
qwen05,abl_only_sensitive_w8,509,78,0
qwen05,abl_only_sensitive_w8,513,300,1
qwen05,abl_only_sensitive_w8,521,0,0
qwen05,abl_only_sensitive_w8,527,10,0
qwen05,abl_only_sensitive_w8,530,8,0
qwen05,abl_only_sensitive_w8,534,300,1
qwen05,abl_only_sensitive_w8,535,4,0
qwen05,abl_only_sensitive_w8,536,8,1
qwen05,abl_only_sensitive_w8,537,157,0
qwen05,abl_only_sensitive_w8,538,10,0
qwen05,abl_only_sensitive_w8,539,1,0
qwen05,abl_only_sensitive_w8,542,3,0
qwen05,abl_only_sensitive_w8,544,16,0
qwen05,abl_only_sensitive_w8,546,104,0
qwen05,abl_only_sensitive_w8,549,328,0
qwen05,abl_only_sensitive_w8,550,27,1
qwen05,abl_only_sensitive_w8,551,17,1
qwen05,abl_only_sensitive_w8,553,92,1
qwen05,abl_only_sensitive_w8,555,80,0
qwen05,abl_only_sensitive_w8,560,90,0
qwen05,abl_only_sensitive_w8,568,175,1
qwen05,abl_only_sensitive_w8,574,27.00,0
qwen05,abl_only_sensitive_w8,575,60,0
qwen05,abl_only_sensitive_w8,579,7,1
qwen05,abl_only_sensitive_w8,583,2,0
qwen05,abl_only_sensitive_w8,587,45,0
qwen05,abl_only_sensitive_w8,590,4,0
qwen05,abl_only_sensitive_w8,592,2,0
qwen05,abl_only_sensitive_w8,595,7,0
qwen05,abl_only_sensitive_w8,599,68,0
qwen05,abl_only_sensitive_w8,600,2,0
qwen05,abl_only_sensitive_w8,601,60,0
qwen05,abl_only_sensitive_w8,602,5,1
qwen05,abl_only_sensitive_w8,610,96860,0
qwen05,abl_only_sensitive_w8,614,147,0
qwen05,abl_only_sensitive_w8,615,10,0
qwen05,abl_only_sensitive_w8,616,10,1
qwen05,abl_only_sensitive_w8,620,1513,0
qwen05,abl_only_sensitive_w8,622,8.5,0
qwen05,abl_only_sensitive_w8,627,-12,0
qwen05,abl_only_sensitive_w8,629,9750,0
qwen05,abl_only_sensitive_w8,630,0.25,0
qwen05,abl_only_sensitive_w8,632,45,1
qwen05,abl_only_sensitive_w8,644,29,1
qwen05,abl_only_sensitive_w8,645,2,0
qwen05,abl_only_sensitive_w8,646,89,0
qwen05,abl_only_sensitive_w8,648,20,0
qwen05,abl_only_sensitive_w8,652,17,0
qwen05,abl_only_sensitive_w8,654,300,0
qwen05,abl_only_sensitive_w8,657,240000,0
qwen05,abl_only_sensitive_w8,658,130,0
qwen05,abl_only_sensitive_w8,662,10,0
qwen05,abl_only_sensitive_w8,664,5,0
qwen05,abl_only_sensitive_w8,667,71,0
qwen05,abl_only_sensitive_w8,668,6,0
qwen05,abl_only_sensitive_w8,671,4.5,0
qwen05,abl_only_sensitive_w8,675,43,0
qwen05,abl_only_sensitive_w8,678,60,0
qwen05,abl_only_sensitive_w8,683,60,0
qwen05,abl_only_sensitive_w8,684,10,0
qwen05,abl_only_sensitive_w8,686,80,1
qwen05,abl_only_sensitive_w8,687,14,0
qwen05,abl_only_sensitive_w8,688,113,0
qwen05,abl_only_sensitive_w8,689,26,0
qwen05,abl_only_sensitive_w8,693,63,0
qwen05,abl_only_sensitive_w8,695,5,1
qwen05,abl_only_sensitive_w8,697,1,0
qwen05,abl_only_sensitive_w8,700,135,1
qwen05,abl_only_sensitive_w8,703,192,0
qwen05,abl_only_sensitive_w8,704,10,0
qwen05,abl_only_sensitive_w8,707,20,0
qwen05,abl_only_sensitive_w8,710,35.64,0
qwen05,abl_only_sensitive_w8,712,7,0
qwen05,abl_only_sensitive_w8,713,576,1
qwen05,abl_only_sensitive_w8,716,470,0
qwen05,abl_only_sensitive_w8,717,6,0
qwen05,abl_only_sensitive_w8,720,4,1
qwen05,abl_only_sensitive_w8,724,1,0
qwen05,abl_only_sensitive_w8,725,7,0
qwen05,abl_only_sensitive_w8,727,40,0
qwen05,abl_only_sensitive_w8,739,90,0
qwen05,abl_only_sensitive_w8,740,10,0
qwen05,abl_only_sensitive_w8,743,-1,0
qwen05,abl_only_sensitive_w8,744,3,0
qwen05,abl_only_sensitive_w8,748,296,0
qwen05,abl_only_sensitive_w8,749,18,0
qwen05,abl_only_sensitive_w8,750,640,0
qwen05,abl_only_sensitive_w8,756,33,0
qwen05,abl_only_sensitive_w8,758,133,1
qwen05,abl_only_sensitive_w8,760,16,1
qwen05,abl_only_sensitive_w8,768,1050,0
qwen05,abl_only_sensitive_w8,769,24,0
qwen05,abl_only_sensitive_w8,770,3,0
qwen05,abl_only_sensitive_w8,771,5,0
qwen05,abl_only_sensitive_w8,773,10,1
qwen05,abl_only_sensitive_w8,774,144,0
qwen05,abl_only_sensitive_w8,777,2000,0
qwen05,abl_only_sensitive_w8,778,38,1
qwen05,abl_only_sensitive_w8,780,5,0
qwen05,abl_only_sensitive_w8,782,1,0
qwen05,abl_only_sensitive_w8,786,142,1
qwen05,abl_only_sensitive_w8,787,20,0
qwen05,abl_only_sensitive_w8,791,112,0
qwen05,abl_only_sensitive_w8,793,240,0
qwen05,abl_only_sensitive_w8,795,10,0
qwen05,abl_only_sensitive_w8,796,240000,0
qwen05,abl_only_sensitive_w8,798,190,0
qwen05,abl_only_sensitive_w8,799,6,0
qwen05,abl_only_sensitive_w8,800,278,0
qwen05,abl_only_sensitive_w8,803,23,0
qwen05,abl_only_sensitive_w8,808,42784,0
qwen05,abl_only_sensitive_w8,809,100,0
qwen05,abl_only_sensitive_w8,814,10000,0
qwen05,abl_only_sensitive_w8,816,4500,1
qwen05,abl_only_sensitive_w8,817,11,0
qwen05,abl_only_sensitive_w8,818,16,1
qwen05,abl_only_sensitive_w8,819,625,0
qwen05,abl_only_sensitive_w8,821,55,0
qwen05,abl_only_sensitive_w8,826,19,0
qwen05,abl_only_sensitive_w8,827,4,0
qwen05,abl_only_sensitive_w8,831,105,0
qwen05,abl_only_sensitive_w8,835,120,0
qwen05,abl_only_sensitive_w8,836,100,0
qwen05,abl_only_sensitive_w8,837,120,1
qwen05,abl_only_sensitive_w8,840,6,0
qwen05,abl_only_sensitive_w8,851,110,1
qwen05,abl_only_sensitive_w8,854,120,0
qwen05,abl_only_sensitive_w8,859,5,0
qwen05,abl_only_sensitive_w8,865,25,0
qwen05,abl_only_sensitive_w8,866,47,0
qwen05,abl_only_sensitive_w8,867,7,1
qwen05,abl_only_sensitive_w8,869,-4,0
qwen05,abl_only_sensitive_w8,871,64,0
qwen05,abl_only_sensitive_w8,875,13,0
qwen05,abl_only_sensitive_w8,879,700,0
qwen05,abl_only_sensitive_w8,880,20,0
qwen05,abl_only_sensitive_w8,882,-7,0
qwen05,abl_only_sensitive_w8,885,500,1
qwen05,abl_only_sensitive_w8,886,1,0
qwen05,abl_only_sensitive_w8,887,34,1
qwen05,abl_only_sensitive_w8,889,15,1
qwen05,abl_only_sensitive_w8,895,84,0
qwen05,abl_only_sensitive_w8,897,6,0
qwen05,abl_only_sensitive_w8,898,60,0
qwen05,abl_only_sensitive_w8,906,5,0
qwen05,abl_only_sensitive_w8,907,16,1
qwen05,abl_only_sensitive_w8,911,64,1
qwen05,abl_only_sensitive_w8,912,22.5,0
qwen05,abl_only_sensitive_w8,917,12,1
qwen05,abl_only_sensitive_w8,920,37,0
qwen05,abl_only_sensitive_w8,924,4,0
qwen05,abl_only_sensitive_w8,925,5000,0
qwen05,abl_only_sensitive_w8,928,50,0
qwen05,abl_only_sensitive_w8,929,60,1
qwen05,abl_only_sensitive_w8,932,11,0
qwen05,abl_only_sensitive_w8,936,300,0
qwen05,abl_only_sensitive_w8,940,280,1
qwen05,abl_only_sensitive_w8,942,35,0
qwen05,abl_only_sensitive_w8,947,13,1
qwen05,abl_only_sensitive_w8,948,135,0
qwen05,abl_only_sensitive_w8,949,31,0
qwen05,abl_only_sensitive_w8,950,35,0
qwen05,abl_only_sensitive_w8,952,2,0
qwen05,abl_only_sensitive_w8,953,4,0
qwen05,abl_only_sensitive_w8,958,48,0
qwen05,abl_only_sensitive_w8,959,28,0
qwen05,abl_only_sensitive_w8,965,456,0
qwen05,abl_only_sensitive_w8,966,15,0
qwen05,abl_only_sensitive_w8,967,44,0
qwen05,abl_only_sensitive_w8,973,10,0
qwen05,abl_only_sensitive_w8,980,100,0
qwen05,abl_only_sensitive_w8,981,7,1
qwen05,abl_only_sensitive_w8,984,85,0
qwen05,abl_only_sensitive_w8,989,10,0
qwen05,abl_only_sensitive_w8,994,2,1
qwen05,abl_only_sensitive_w8,995,108,0
qwen05,abl_only_sensitive_w8,996,6,0
qwen05,abl_only_sensitive_w8,997,1700,0
qwen05,abl_only_sensitive_w8,999,3,0
qwen05,abl_only_sensitive_w8,1000,180,0
qwen05,abl_only_sensitive_w8,1002,1.5,0
qwen05,abl_only_sensitive_w8,1005,113,0
qwen05,abl_only_sensitive_w8,1007,34,1
qwen05,abl_only_sensitive_w8,1008,230,1
qwen05,abl_only_sensitive_w8,1011,112,0
qwen05,abl_only_sensitive_w8,1014,0,0
qwen05,abl_only_sensitive_w8,1020,40,0
qwen05,abl_only_sensitive_w8,1022,12,1
qwen05,abl_only_sensitive_w8,1024,1100,0
qwen05,abl_only_sensitive_w8,1027,1.50,0
qwen05,abl_only_sensitive_w8,1034,66,1
qwen05,abl_only_sensitive_w8,1041,101,1
qwen05,abl_only_sensitive_w8,1042,7.33,0
qwen05,abl_only_sensitive_w8,1044,-45,0
qwen05,abl_only_sensitive_w8,1048,0.8,0
qwen05,abl_only_sensitive_w8,1050,655,1
qwen05,abl_only_sensitive_w8,1057,24,1
qwen05,abl_only_sensitive_w8,1058,250,1
qwen05,abl_only_sensitive_w8,1062,1412,0
qwen05,abl_only_sensitive_w8,1065,420,0
qwen05,abl_only_sensitive_w8,1066,2,0
qwen05,abl_only_sensitive_w8,1067,24500,0
qwen05,abl_only_sensitive_w8,1068,40,0
qwen05,abl_only_sensitive_w8,1069,300,1
qwen05,abl_only_sensitive_w8,1070,8,0
qwen05,abl_only_sensitive_w8,1072,40,0
qwen05,abl_only_sensitive_w8,1078,8,1
qwen05,abl_only_sensitive_w8,1083,22,0
qwen05,abl_only_sensitive_w8,1085,26,1
qwen05,abl_only_sensitive_w8,1089,8,0
qwen05,abl_only_sensitive_w8,1090,72,1
qwen05,abl_only_sensitive_w8,1092,118.875,0
qwen05,abl_only_sensitive_w8,1094,12,0
qwen05,abl_only_sensitive_w8,1097,480,1
qwen05,abl_only_sensitive_w8,1098,30,1
qwen05,abl_only_sensitive_w8,1099,60,0
qwen05,abl_only_sensitive_w8,1101,12,0
qwen05,abl_only_sensitive_w8,1104,6,0
qwen05,abl_only_sensitive_w8,1105,32,0
qwen05,abl_only_sensitive_w8,1108,38,1
qwen05,abl_only_sensitive_w8,1109,1,0
qwen05,abl_only_sensitive_w8,1110,155,0
qwen05,abl_only_sensitive_w8,1112,4,0
qwen05,abl_only_sensitive_w8,1113,9,0
qwen05,abl_only_sensitive_w8,1117,9,1
qwen05,abl_only_sensitive_w8,1119,20,0
qwen05,abl_only_sensitive_w8,1121,20,0
qwen05,abl_only_sensitive_w8,1122,12,0
qwen05,abl_only_sensitive_w8,1123,22.5,0
qwen05,abl_only_sensitive_w8,1124,105,0
qwen05,abl_only_sensitive_w8,1125,10,0
qwen05,abl_only_sensitive_w8,1126,50,1
qwen05,abl_only_sensitive_w8,1127,30,0
qwen05,abl_only_sensitive_w8,1130,16,0
qwen05,abl_only_sensitive_w8,1131,50,0
qwen05,abl_only_sensitive_w8,1136,74,0
qwen05,abl_only_sensitive_w8,1137,44,0
qwen05,abl_only_sensitive_w8,1142,9,1
qwen05,abl_only_sensitive_w8,1143,60,0
qwen05,abl_only_sensitive_w8,1149,3456,0
qwen05,abl_only_sensitive_w8,1152,12,1
qwen05,abl_only_sensitive_w8,1155,16,0
qwen05,abl_only_sensitive_w8,1157,5.5,0
qwen05,abl_only_sensitive_w8,1167,120,1
qwen05,abl_only_sensitive_w8,1169,-0.2,0
qwen05,abl_only_sensitive_w8,1170,1,0
qwen05,abl_only_sensitive_w8,1174,317,0
qwen05,abl_only_sensitive_w8,1177,5,0
qwen05,abl_only_sensitive_w8,1179,30,0
qwen05,abl_only_sensitive_w8,1190,122,0
qwen05,abl_only_sensitive_w8,1192,350,0
qwen05,abl_only_sensitive_w8,1193,10,0
qwen05,abl_only_sensitive_w8,1195,00,0
qwen05,abl_only_sensitive_w8,1196,15,0
qwen05,abl_only_sensitive_w8,1199,2,1
qwen05,abl_only_sensitive_w8,1202,17,0
qwen05,abl_only_sensitive_w8,1203,70,0
qwen05,abl_only_sensitive_w8,1204,252,0
qwen05,abl_only_sensitive_w8,1210,375,0
qwen05,abl_only_sensitive_w8,1219,100,1
qwen05,abl_only_sensitive_w8,1220,160,0
qwen05,abl_only_sensitive_w8,1221,160,0
qwen05,abl_only_sensitive_w8,1224,3,0
qwen05,abl_only_sensitive_w8,1225,4,0
qwen05,abl_only_sensitive_w8,1229,16,0
qwen05,abl_only_sensitive_w8,1232,73,0
qwen05,abl_only_sensitive_w8,1233,81,1
qwen05,abl_only_sensitive_w8,1234,6,0
qwen05,abl_only_sensitive_w8,1235,3,0
qwen05,abl_only_sensitive_w8,1238,620,0
qwen05,abl_only_sensitive_w8,1240,11,0
qwen05,abl_only_sensitive_w8,1241,19,0
qwen05,abl_only_sensitive_w8,1245,82,0
qwen05,abl_only_sensitive_w8,1255,10,0
qwen05,abl_only_sensitive_w8,1256,10,0
qwen05,abl_only_sensitive_w8,1257,98,0
qwen05,abl_only_sensitive_w8,1259,200,0
qwen05,abl_only_sensitive_w8,1261,25,0
qwen05,abl_only_sensitive_w8,1263,550,0
qwen05,abl_only_sensitive_w8,1266,21,0
qwen05,abl_only_sensitive_w8,1267,80,0
qwen05,abl_only_sensitive_w8,1273,13,0
qwen05,abl_only_sensitive_w8,1274,34,0
qwen05,abl_only_sensitive_w8,1277,8,0
qwen05,abl_only_sensitive_w8,1278,605,0
qwen05,abl_only_sensitive_w8,1281,20,1
qwen05,abl_only_sensitive_w8,1282,14,0
qwen05,abl_only_sensitive_w8,1284,6,0
qwen05,abl_only_sensitive_w8,1290,126,0
qwen05,abl_only_sensitive_w8,1292,39,0
qwen05,abl_only_sensitive_w8,1293,20000,0
qwen05,abl_only_sensitive_w8,1300,120,1
